,City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
34,Parapótamos,39.5491667,20.3227778,67.57,43,0,9.22
35,Bethel,60.792222200000005,-161.7558333,32.0,86,1,10.36
36,Kothāpet,19.333333,79.483333,94.62,18,43,5.57
37,Felling,54.955,-1.56,45.1,81,75,12.66
38,Tigbao,7.423597,122.32700700000001,79.43,83,100,3.53
39,Hudson,44.9747222,-92.7566667,43.93,87,75,6.91
40,Mabai,23.012792,104.450813,60.66,98,100,3.62
41,Dibrugarh,27.481666999999998,94.902778,84.16,31,16,5.84
42,Lebrija,36.920774,-6.075286,69.91,64,75,14.97
43,Pechory,57.9580556,27.638055600000005,45.19,76,75,8.95
44,Leamington,42.05,-82.583333,60.15,63,100,10.36
45,Dvurechensk,56.5982,61.0953,53.6,26,0,6.71
46,Raunheim,50.016667,8.45,63.52,20,0,6.91
47,Warburg,51.5,9.166667,56.71,30,0,10.36
48,San Roque,10.091903,124.322621,78.8,78,40,4.61
49,Geetbets,50.883333,5.116667,61.95,29,20,5.75
50,Ciranjang-hilir,-6.698333,107.275278,73.45,78,20,11.5
51,Dovol'noye,54.49649599999999,79.667273,46.69,95,100,4.61
52,Examilia,37.9,22.9333333,69.01,53,99,7.0
53,Toki,35.35,137.183333,56.5,75,100,5.88
54,Quzhou,28.959444,118.86861100000002,61.74,98,100,2.55
55,Hartford,43.3177778,-88.3788889,58.68,72,100,4.18
56,Son La,21.316667000000002,103.9,68.58,96,92,4.03
57,Ciudad Melchor Múzquiz,27.883333,-101.516667,81.57,44,100,2.66
58,Koeru,58.9630556,26.0308333,37.63,95,100,5.77
59,Hakonegasaki,35.790721999999995,139.338888,54.63,71,1,6.91
60,Gardone Val Trompia,45.683333000000005,10.183333,57.0,66,100,4.0
61,Tizapán el Alto,20.166667,-103.06666700000001,68.0,40,75,1.74
62,Sabanitas,9.3422222,-79.80111109999999,84.0,70,95,8.01
63,Hobscheid,49.6886111,5.9147222,61.95,29,0,8.05
64,Verl,51.883333,8.516667,57.25,30,0,6.91
65,Chawinda,32.346920000000004,74.706123,91.4,35,40,7.85
66,Břidličná,49.911432,17.365002,47.12,33,5,1.01
67,Goodlettsville,36.3230556,-86.7133333,73.92,49,1,10.36
68,Klerksdorp,-26.852128000000004,26.666719,79.16,15,51,11.01
69,Kampong Cham,12.0,105.45,79.77,80,97,5.93
70,Vanderhoof,54.016667000000005,-124.016667,40.1,65,100,7.52
71,Itapetinga,-15.25,-40.25,85.87,43,6,5.41
72,Shaygino,57.767509999999994,46.861810999999996,45.07,65,100,6.71
73,Dumbrăveni,46.233333,24.566667000000002,57.11,44,75,6.91
74,Capitán Meza,-27.016666999999998,-55.566667,64.99,59,0,3.65
75,Pajić Polje,43.9758333,17.5275,64.2,36,75,2.3
76,Santo Amaro,-12.533333,-38.716667,84.2,61,40,11.5
77,Orlik,52.5178,99.825,27.52,83,100,2.75
78,Belovo,42.216666700000005,24.0166667,59.0,63,94,3.0
79,Bakrak,54.067804,56.408030000000004,53.6,32,90,6.71
80,Offa,8.15,4.716667,95.77,35,69,4.68
81,Tarawa,0.9,173.0333333,80.6,89,40,5.75
82,Putlod,15.3706,120.8675,78.8,73,75,4.61
83,Shenandoah,30.401111100000005,-91.0008333,76.59,91,94,11.18
84,Mīrpur Batoro,24.728613,68.26025600000001,90.05,38,0,12.68
85,Yancheng,33.385556,120.12527800000001,58.24,94,96,5.86
86,Bokbok,9.2504,124.7156,80.91,78,99,9.84
87,Rosário do Sul,-30.25,-54.916667000000004,66.24,53,0,6.06
88,Downers Grove,41.8088889,-88.0111111,72.79,57,100,5.01
89,Stanley,56.466667,-3.45,43.05,86,100,17.0
90,Okondja,-0.6833333,13.7833333,86.41,64,100,1.66
91,Tetiiv,49.376698,29.664738,46.49,45,98,6.33
92,Sortino,37.15,15.033332999999999,68.43,72,0,9.22
93,Bollnäs,61.35,16.366667,48.99,41,100,1.01
94,Indianola,33.4508333,-90.655,72.45,78,90,10.36
95,Båtsfjord,70.632222,29.699721999999998,30.2,69,75,18.41
96,Mindszent,46.523621,20.190381,57.2,38,0,9.22
97,Córdoba,9.586119,-74.827054,85.66,65,97,6.67
98,Santa Cruz del Sur,20.714722199999997,-77.9955556,86.72,49,15,12.3
99,Dragalina,44.433333000000005,27.316667,62.01,44,86,7.0
100,Hazorasp,41.319444399999995,61.0741667,86.0,17,0,4.61
101,Pszów,50.03783,18.401537,53.51,35,0,8.99
102,Vercelli,45.316666999999995,8.416667,57.47,67,75,1.14
103,Martinsried,48.1,11.45,60.42,41,0,11.5
104,Yur’yevets,57.320073,43.1041,40.05,91,100,6.55
105,Polañge,12.396666999999999,124.631111,73.94,89,51,4.47
106,Lembang,-6.786389,107.7025,71.01,93,99,1.01
107,Abovyan,40.048888899999994,44.5475,71.6,37,40,10.36
108,Freudenstadt,48.433333000000005,8.416667,64.02,33,55,1.99
109,Woodburn,45.14388889999999,-122.85416670000001,45.01,90,73,1.79
110,Duayaw-Nkwanta,7.1666667,-2.1,97.34,35,40,3.24
111,Guéret,46.172337,1.8745619999999998,68.0,40,100,5.75
112,Los Alamitos,33.80305560000001,-118.07166670000001,57.27,67,75,3.44
113,Döge,48.262459,22.063388,57.09,24,98,4.47
114,Mala Danylivka,50.063542,36.165641,47.16,66,40,13.42
115,Dalooldho,9.583333300000001,44.0666667,79.2,47,85,0.16
116,Rasulnagar,32.267345,73.815336,89.6,35,40,4.61
117,Horodok,49.163739,26.583940000000002,46.0,57,99,1.99
118,Inzer,54.2167,57.5556,42.26,93,100,3.22
119,Bertogne,50.083333,5.6666669999999995,59.52,29,6,5.99
120,Sascut,46.183333000000005,27.066667,42.3,87,75,11.5
121,Dăneşti,46.516667,25.75,41.5,55,100,3.04
122,Thouars,46.976017999999996,-0.21507300000000001,70.34,28,0,8.05
123,Lagoa,37.135349,-8.453188,69.8,73,20,16.11
124,Staroutkinsk,57.230166000000004,59.334826,43.38,60,100,4.27
125,Cilaos,-21.1166667,55.466666700000005,76.08,78,90,19.57
126,Pervomayskiy,53.1954,40.2646,46.0,40,99,13.8
127,Muswellbrook,-32.261181,150.89009099999998,52.0,82,2,1.12
128,Yelets,52.623658999999996,38.501686,41.67,64,57,15.08
129,Marl,51.65,7.0833330000000005,61.34,36,9,3.0
130,Ikedachō,34.016667,133.8,52.93,82,80,5.21
131,Balta Doamnei,44.75,26.166667,57.07,77,75,11.5
132,Foeni,45.498611,20.875833,55.49,50,0,4.61
133,Tolaga Bay,-37.883333,178.333333,53.01,89,100,6.11
134,Koppang,61.7,11.216667,37.81,62,92,7.4
135,Áno Lekhónia,39.3333333,23.15,65.1,63,0,8.05
136,Ampelakia,37.9513889,23.5275,68.52,45,20,12.66
137,Kāmārhāti,22.671111,88.37472199999999,87.8,79,43,6.91
138,Selikhino,50.367156,137.499575,49.03,46,100,4.16
139,Rybnoye,54.727742000000006,39.517314,46.99,44,100,12.53
140,Colón,22.7191667,-80.9058333,80.6,74,75,16.11
141,Nuevo San Carlos,14.6,-91.7,77.54,66,40,4.03
142,León,12.435555599999999,-86.8794444,82.4,61,0,4.61
143,Prigorodnyy,51.766083,55.266478,50.0,76,75,4.47
144,Amboise,47.412490999999996,0.9826600000000001,69.06,26,0,8.05
145,Matosinhos Municipality,41.18207,-8.689076,64.08,82,40,9.22
146,Paikuse,58.2836111,24.5872222,42.01,66,100,13.0
147,Cristolţ,47.2,23.433332999999998,55.94,30,0,2.3
148,Zermatt,46.021256,7.74912,46.13,100,90,2.3
149,Claver,9.5749,125.7307,76.46,84,20,3.62
150,Kutoarjo,-7.716944,109.912778,60.01,100,82,4.52
151,Santo Domingo,14.1338,122.8883,75.43,79,89,7.52
152,Dolany,49.64881,17.322267999999998,49.6,42,16,8.84
153,Morrinhos,-17.733333,-49.116667,81.64,35,67,2.98
154,Okha,53.573889,142.947778,28.31,82,98,12.19
155,Taku,39.021111,117.64694399999999,60.8,21,0,8.95
156,Río Gallegos,-51.622613,-69.218127,51.8,66,75,2.3
157,Ives Estates,25.9619444,-80.1769444,80.42,57,75,18.41
158,Monticello,45.305555600000005,-93.79388890000001,44.15,81,90,14.74
159,Sunrise Manor,36.211111100000004,-115.07222220000001,54.86,62,75,12.66
160,Isabel,10.9267,124.434,78.39,81,20,7.07
161,Boulsa,12.6675,-0.5758333000000001,104.7,17,90,5.66
162,Arendonk,51.316666999999995,5.0833330000000005,61.36,31,31,1.99
163,Anori,-3.7833330000000003,-61.63333299999999,82.78,78,88,2.91
164,Božice,48.883333,16.283333,57.76,34,100,5.01
165,Zemlyansk,51.9041,38.7334,44.6,53,75,15.66
166,Saint-Raphaël,19.4333333,-72.2,81.25,50,7,11.54
167,Carlos Chagas,-17.716667,-40.75,89.38,36,10,5.7
168,Vianden,49.935,6.208888900000001,61.81,20,1,5.01
169,Eldoret,0.5166667,35.283333299999995,73.4,49,40,3.44
170,Úrsulo Galván,19.4,-96.35,82.2,83,40,4.74
171,Beaune,47.024409999999996,4.838925,69.51,23,0,3.44
172,Niscemi,37.15,14.383332999999999,69.76,94,0,8.05
173,Kimbalata,-7.05,29.783333000000002,75.85,79,69,4.12
174,Coţofăneşti,46.15,26.983333000000002,42.26,87,75,11.5
175,Bend,44.0583333,-121.31416670000002,37.94,70,1,4.61
176,Druskininkai,54.0166667,23.966666699999998,41.0,70,90,11.18
177,Cabcab,13.6268,124.0515,77.11,74,91,4.92
178,Cimin,39.710107,39.702129,73.4,28,20,11.5
179,Caála,-12.8525,15.560556,69.22,60,97,2.01
180,Nizhniy Baskunchak,48.219776,46.831053000000004,54.77,48,76,10.07
181,Valle de Juárez,19.933332999999998,-102.93333299999999,74.07,26,63,3.13
182,Espera Feliz,-20.65,-41.916667,74.73,72,87,1.7
183,Yubo,10.3896,123.069,72.75,75,7,3.94
184,Khalīl Murdah,34.508977,68.260739,51.89,51,77,4.14
185,Caoayan,17.561944,120.3975,78.04,78,10,1.54
186,Quinapundan,11.158333,125.52194399999999,76.46,89,24,6.49
187,Shimotoda,35.809444,139.6925,62.49,58,43,9.17
188,Orikhiv,47.567311,35.785748,41.0,87,75,11.18
189,Karlskrona,56.166667000000004,15.583332999999998,46.4,46,0,11.5
190,Větřní,48.77493,14.287545000000001,53.67,42,50,8.01
191,San Felipe,-32.75,-70.733333,66.0,47,0,4.18
192,Stod,49.639961,13.164220000000002,55.0,33,40,12.66
193,Ōtake,34.2,132.216667,61.88,59,75,4.61
194,Yamakita,35.319466999999996,139.109597,61.0,58,46,4.0
195,Tohāna,29.7,75.9,94.78,8,1,7.52
196,Moreno Valley,33.9375,-117.22972220000001,50.04,71,90,2.35
197,Temoaya,19.470833,-99.591111,68.0,42,40,3.67
198,Tiffin,41.1144444,-83.1780556,72.59,50,72,17.29
199,Umm Bāb,25.214167,50.807221999999996,102.2,16,1,10.36
200,Kosel,41.1744444,20.835555600000003,66.2,32,75,5.75
201,Mudon,16.257777800000003,97.71638890000001,79.3,83,100,6.15
202,Paján,-1.5666666999999999,-80.41666670000001,79.03,83,96,3.04
203,Baião,-2.683333,-49.683333000000005,89.55,57,100,2.46
204,Oelde,51.816666999999995,8.15,58.68,27,5,7.0
205,Tinley Park,41.5733333,-87.7844444,72.18,43,92,7.0
206,Lowestoft,52.483332999999995,1.75,53.2,62,0,13.8
207,Alamada,7.3333330000000005,124.566667,74.41,95,100,0.98
208,Syriam,16.7658333,96.2477778,82.4,83,75,8.05
209,Seabra,-12.416667,-41.766667,80.6,57,40,4.61
210,San Francisco,14.956762,120.55516100000001,79.74,69,20,9.22
211,Mărgineni-Munteni,46.616667,26.933333,41.61,87,75,11.5
212,Razdol'noye,43.55,131.916667,48.2,93,75,6.71
213,Kulebaki,55.413332999999994,42.5325,38.79,78,100,11.68
214,Busselton,-33.652489,115.345497,58.78,91,1,2.86
215,Brumunddal,60.88333299999999,10.933333,46.99,38,99,1.99
216,Noratus,40.3822222,45.1783333,47.12,89,91,8.57
217,Cileungsir,-6.448333,107.12055600000001,81.34,78,20,11.5
218,Thérmi,40.55,23.0166667,64.17,63,0,8.05
219,Santiago Tangamandapio,19.95,-102.43333299999999,78.46,24,71,2.68
220,Luknovo,56.180446999999994,42.039867,37.69,96,100,6.71
221,Krasnyy Oktyabr',51.435725,45.630915,49.66,37,84,1.99
222,Szedres,46.47551,18.683052,50.0,76,0,5.75
223,Jagdīspur,25.483333,84.416667,80.6,28,40,0.85
224,Columbia,40.0336111,-76.5047222,62.98,64,63,1.01
225,Vehari,30.033333000000002,72.35,94.32,8,18,5.44
226,Dhamtari,20.707222,81.549722,93.2,27,47,4.61
227,Istebník,48.9,18.033333300000002,54.46,32,100,5.5
228,Zollikon,47.338967,8.577801,61.54,34,20,2.3
229,Manlio Fabio Altamirano,19.1,-96.333333,82.2,83,40,4.68
230,Ateptsevo,55.323643000000004,36.750015999999995,37.26,87,90,11.18
231,San Salvador,13.7086111,-89.2030556,80.92,78,40,3.44
232,Gachalá,4.6924410000000005,-73.520421,64.4,59,75,4.61
233,Bălăuşeri,46.4,24.683332999999998,57.09,44,75,6.91
234,Pidsandawan,6.932222,124.590833,73.71,97,100,1.01
235,Allacapan,18.225977,121.556152,69.66,86,3,1.86
236,Spiez,46.684733,7.691108,65.44,32,0,4.61
237,Puducherry,11.93,79.83,84.9,76,3,12.12
238,Szob,47.819212,18.870205,58.12,35,0,11.5
239,Bengbu,32.940833000000005,117.36083300000001,59.63,63,39,2.53
240,Santo Antônio do Tauá,-1.183333,-48.133333,86.0,70,75,6.91
241,Mahmudia,45.083333,29.083333000000003,51.91,76,40,18.41
242,Le Moule,16.3333333,-61.3333333,84.2,58,75,12.66
243,Soure,-0.733333,-48.516667,82.69,72,100,6.04
244,Rialto,34.1063889,-117.36944440000002,49.5,71,90,2.19
245,Cabanbanan,14.2404,121.4341,80.01,74,79,4.0
246,Anzhero-Sudzhensk,56.081,86.0285,50.0,46,40,4.47
247,Sandpoint,48.2766667,-116.5522222,40.26,75,1,5.75
248,Salvacion,10.683333,122.61666699999999,79.02,82,8,13.42
249,Kazachka,53.3644,38.0694,39.0,78,54,12.35
250,Koltubanovskiy,52.9407,52.0269,48.02,70,83,11.56
251,Roblin,51.233333,-101.35,48.0,63,1,5.39
252,Fărăgău,46.716667,24.5,56.03,44,75,6.91
253,Palmdale,34.57944439999999,-118.1155556,47.52,50,75,13.8
254,Elesbão Veloso,-6.216667,-42.133333,91.35,45,52,4.85
255,Lófos,40.2447222,22.379722199999996,64.0,78,73,3.0
256,Piedras,4.538328,-74.881747,73.62,95,99,5.1
257,Anapskaya,44.896714,37.386005,57.09,54,20,11.18
258,Mchinji,-13.7166667,32.9,68.02,85,19,4.07
259,Magadan,59.566667,150.8,19.27,88,9,5.03
260,Usman',52.046616,39.728796,44.6,53,75,15.66
261,Bacong,9.7393,124.5656,79.7,80,79,9.71
262,Lebrija,7.113167999999999,-73.2178,71.6,100,75,6.91
263,Almoloya,19.808332999999998,-98.248611,64.31,55,81,4.41
264,Gagarin,40.536944399999996,44.8577778,71.6,37,40,10.36
265,Myronivka,49.660074,30.982246000000004,47.17,45,100,7.16
266,Novovoronezh,51.307193,39.217316,44.6,53,75,15.66
267,Cherechiu,47.383333,22.133333,57.72,30,0,6.91
268,Taungoo,18.9333333,96.4333333,75.42,90,100,3.13
269,Luk Pu,23.174221,112.28093600000001,73.99,99,100,2.62
270,Amaxac de Guerrero,19.366667,-98.18333299999999,68.0,37,40,5.77
271,Fethiye,36.621666999999995,29.116389,69.8,64,0,9.22
272,Solca,47.7,25.85,45.7,67,100,3.27
273,Volzhsk,55.866383,48.359404,42.8,81,75,8.95
274,Natividade,-21.05,-41.983333,78.31,71,97,3.51
275,Amet,25.3,73.93333299999999,88.45,9,2,8.37
276,Karchaghbyur,40.163888899999996,45.5722222,51.64,85,93,15.64
277,Szikszó,48.2,20.933332999999998,53.6,24,0,6.91
278,Jõgeva linn,58.729722200000005,26.339444399999994,40.64,81,90,9.22
279,Mooresville,39.612777799999996,-86.3741667,72.34,46,20,23.02
280,La Unión,15.7166667,-87.0,86.0,62,20,4.61
281,Havant,50.85,-0.983333,54.63,67,32,6.96
282,Kiskunhalas,46.434025,19.484795000000002,57.2,38,0,9.22
283,Hailākāndi,24.683332999999998,92.56666700000001,85.08,33,0,3.04
284,Zarautz,43.283333,-2.166667,58.68,88,95,1.01
285,Tapa,59.260555599999996,25.9586111,40.48,81,90,6.91
286,Orlovský Dvor,49.1166667,18.45,55.33,24,20,8.05
287,Nieuw Amsterdam,5.883333299999999,-55.0833333,74.19,100,40,4.61
288,Chhor,25.516667,69.766667,97.14,17,9,17.36
289,Jinhua,29.107778000000003,119.65472199999999,61.03,97,100,1.63
290,Giannouli,39.6666667,22.3833333,68.5,60,0,13.8
291,Pyatovskiy,54.689080000000004,36.056338000000004,41.0,65,0,13.42
292,San Pedro Carchá,15.483332999999998,-90.266667,68.0,83,20,2.39
293,Fort Madison,40.6297222,-91.315,72.1,60,1,12.66
294,Hadano,35.371111,139.223611,60.62,56,40,8.99
295,Tanabi,-20.616667,-49.616667,80.6,39,0,3.44
296,Novyy Buh,47.693084000000006,32.521601000000004,37.22,93,75,8.95
297,Kyras Vrysi,37.9166667,22.9833333,68.56,45,20,12.66
298,Dolhasca,47.433333000000005,26.6,44.91,65,75,10.36
299,Benicarló,40.416501000000004,0.427087,55.0,88,46,1.99
300,Pekan Nenas,1.51,103.5141,78.94,89,20,3.44
301,Ulanhot,46.083333,122.08333300000001,46.09,25,26,10.71
302,Willmar,45.1219444,-95.0430556,43.72,81,40,9.22
303,Uspenka,48.390278,39.161944,50.32,51,100,8.48
304,Fushë-Arrëz,42.0622222,20.0166667,61.59,51,71,6.58
305,Marotse,-24.716666699999998,25.533333300000002,87.8,12,0,8.05
306,Āgaro,7.85,36.65,67.03,86,84,1.92
307,Margosatubig,7.5777,123.1658,77.34,90,100,4.27
308,Jatai,-17.883333,-51.716667,82.17,45,0,4.7
309,Tinang,15.376256,120.65343100000001,78.8,73,75,4.61
310,Caranavi,-15.816666699999999,-67.55,69.91,63,87,3.15
311,Peruíbe,-24.316667000000002,-47.0,69.49,93,95,3.98
312,Stulovo,58.7225,50.143889,44.65,56,100,2.48
313,Sanger,36.7080556,-119.555,50.88,62,20,9.22
314,Tsqaltubo,42.339722200000004,42.599166700000005,55.4,82,90,3.44
315,Naarmonts,50.683333000000005,4.2,62.55,30,8,4.07
316,Mikuni,36.216667,136.15,60.8,55,75,8.05
317,Komsomol'sk,57.029132,40.372664,48.2,46,0,8.95
318,Nyuksenitsa,60.411593,44.233087,38.21,87,100,3.22
319,Bârza,46.55,24.2,55.9,44,75,6.91
320,Médéa,36.2675,2.75,71.6,56,20,13.8
321,Arenal,-7.633333,-72.6,73.4,94,90,4.61
322,Kovdor,67.566165,30.475758000000003,31.12,80,100,3.29
323,Kirkenær,60.466667,12.05,47.7,29,0,11.5
324,San Miguel,10.4154,123.0214,74.66,72,6,4.23
325,Abhā,18.216389000000003,42.505278000000004,63.41,59,75,5.75
326,Zaranj,30.966666999999998,61.88333299999999,102.2,10,0,4.61
327,Richmond,45.183333000000005,-75.833333,49.19,35,100,1.01
328,Vanino,49.086856,140.25433700000002,35.4,81,64,2.62
329,Tājpur,29.166666999999997,78.483333,92.25,10,0,7.0
330,Ranfurly,-45.133333,170.1,28.99,94,57,2.55
331,Bhīkhi,30.066667,75.533333,94.75,9,4,6.22
332,San Luis,6.0416669999999995,-74.992778,61.68,94,75,4.61
333,Patos,-7.016667,-37.266667,92.17,32,85,8.14
334,Kaffrine,14.1,-15.55,102.76,11,7,6.33
335,Riverview,42.1741667,-83.17944440000001,65.88,45,1,11.5
336,Waterford,52.2583333,-7.1119444000000005,50.32,76,75,1.14
337,Holtsville,40.8152778,-73.0455556,55.17,35,75,9.22
338,Santa Fe,8.3425,124.780833,77.0,85,100,4.0
339,Montgomery,30.666666999999997,73.1,93.65,10,5,6.49
340,Cherdyn',60.40294599999999,56.478685,39.83,87,93,4.14
341,Feldkirchen District,46.716667,14.1,43.03,76,75,5.75
342,Hiddenhausen,52.166667,8.616667,57.6,35,13,10.0
343,Castel Goffredo,45.3,10.466667,56.91,77,75,5.75
344,Massapê,-3.516667,-40.316666999999995,86.09,64,80,3.13
345,Maglavit,44.033333,23.1,61.0,68,100,7.02
346,Arsikere,13.313889000000001,76.256111,85.55,36,100,2.13
347,Asola,45.216667,10.4,56.91,77,75,5.75
348,Bluefields,12.0,-83.75,84.2,74,40,4.61
349,Santa Teresa,10.585461,122.56040300000001,78.37,82,7,13.89
350,Bakaly,55.178889,53.802778,48.25,52,100,3.47
351,Hessisch Lichtenau,51.2,9.716667,57.65,30,20,1.01
352,Norwalk,41.1175,-73.4083333,55.62,39,88,1.01
353,Senador José Porfírio,-2.583333,-51.916667,82.69,72,98,2.8
354,Odžak,45.0111111,18.326666699999997,48.38,83,100,4.0
355,Patillas,18.0083333,-66.0161111,80.73,70,8,10.0
356,Marquette,46.54361110000001,-87.39527779999999,37.2,86,100,3.0
357,Conyers,33.6675,-84.01777779999999,71.46,68,1,4.61
358,Sherpur,25.0166667,90.0166667,88.5,27,4,4.41
359,Mürzzuschlag,47.6,15.683333,42.31,93,100,4.45
360,Marstal,54.856205,10.517255,50.56,32,55,8.05
361,Dzilam González,21.283333,-88.93333299999999,87.24,50,2,8.34
362,Preston,53.766667000000005,-2.7166669999999997,52.2,76,40,4.61
363,Talacogon,8.456111,125.784167,72.36,98,75,0.11
364,Tacub,8.1875,124.108056,77.0,85,100,4.0
365,San Jerónimo de Juárez,17.133333,-100.466667,84.29,45,86,2.75
366,Matino,40.033333,18.133333,62.78,88,75,16.11
367,Mandan,46.826666700000004,-100.8891667,46.9,100,40,3.44
368,Rāvar,31.265625,56.80545,73.22,40,97,18.61
369,Pfäffikon / Pfäffikon (Dorfkern),47.364528,8.78395,65.41,34,20,2.3
370,Nakaizumi,34.7,137.85,57.99,83,93,1.99
371,Paris,36.3019444,-88.3266667,70.14,43,1,14.97
372,Qiryat Ono,32.022222,34.866667,69.01,60,0,8.05
373,Jalesar,27.483333000000002,78.31666700000001,95.4,8,2,5.93
374,Deyskoye,43.475457,44.161823999999996,55.13,50,40,6.71
375,Bail-Hongal,15.816667,74.866667,78.8,73,40,18.41
376,Terrugem,38.706474,-9.286928999999999,65.59,72,40,9.22
377,Borovoy,55.433333,86.083333,50.0,53,40,6.71
378,Manlleu,42.002284,2.28476,57.16,79,100,1.01
379,Antri,26.056667,78.214444,94.26,6,0,4.21
380,Lebach,49.4,6.9166669999999995,64.11,27,0,8.05
381,Ngoro,-7.6899,112.2709,84.2,74,20,10.36
382,Segrate,45.483333,9.283333,58.14,72,75,3.44
383,Chrudim,49.95,15.8,53.65,26,0,11.5
384,Karaman,37.181111,33.215,68.59,25,0,7.11
385,Atizapán,19.25,-99.55,68.0,42,40,2.21
386,South Farmingdale,40.720555600000004,-73.4405556,53.98,37,1,4.61
387,Adâncata,44.766667,26.433333,57.07,77,75,11.5
388,Dronfield,53.3,-1.466667,47.86,86,100,5.44
389,Chute-aux-Outardes,49.116667,-68.383333,48.2,61,90,16.11
390,Carbondale,41.5736111,-75.5022222,53.64,39,99,5.99
391,Dauis,9.625278,123.86583300000001,80.38,75,88,6.73
392,Ljubovija,44.189444,19.376667,53.42,66,0,9.22
393,Carlisle,54.88333299999999,-2.933333,48.22,81,75,17.27
394,Marysville,40.236388899999994,-83.3672222,72.3,40,1,19.57
395,Mbumi,-7.9,39.2,77.65,89,46,5.06
396,Pleniţa,44.216667,23.183332999999998,60.39,68,100,8.93
397,Partinico,38.05,13.116667000000001,68.97,77,0,4.61
398,Khaur,32.6,74.8,89.6,35,40,4.61
399,Aykhal,66.0,111.5,8.4,91,91,6.78
400,Schmalenbergham,47.416667,12.85,62.31,48,20,11.5
401,Listvyanka,51.8535,104.8693,39.2,60,20,4.47
402,Macusani,-14.083333300000001,-70.4333333,47.52,51,40,3.24
403,Giuleşti,47.816666999999995,23.933332999999998,55.2,35,0,12.66
404,Karatuzskoye,53.607222,92.866667,43.48,85,100,3.47
405,Hønefoss,60.166667000000004,10.3,49.68,37,100,6.64
406,Parácuaro,20.15,-100.766667,69.8,40,75,2.39
407,Nizhniye Vyazovyye,55.798772,48.52476,42.8,81,75,8.95
408,Urozhaynoye,44.788333,44.922778,60.53,54,51,6.78
409,Poiares,40.210256,-8.257464,66.38,75,80,8.01
410,Kelkheim (Taunus),50.133333,8.45,62.6,25,1,4.61
411,Bīdar,17.9,77.55,88.86,30,16,13.69
412,Tommot,58.956389,126.2925,22.98,94,100,7.34
413,Lepa,15.8826,120.4493,76.96,78,78,5.21
414,Stonewall,50.133333,-97.31666700000001,44.98,75,20,6.91
415,Weston-super-Mare,51.345833,-2.967778,55.76,58,75,12.66
416,Lokeren,51.1,3.983333,64.6,41,11,5.01
417,Comalcalco,18.266667,-93.216667,82.4,65,1,8.05
418,Barjora,23.433332999999998,87.283333,93.0,39,8,4.18
419,Balabagan,7.526389,124.114167,77.63,87,100,3.2
420,Arrondissement de Pithiviers,48.175047,2.252062,66.72,22,0,8.05
421,Richmond,39.828888899999995,-84.89027779999999,70.3,60,1,18.41
422,Florenville,49.7,5.3,60.67,33,13,4.76
423,Paracambi,-22.608611,-43.712778,80.6,65,75,5.75
424,Kortkeros,61.810565000000004,51.580564,46.4,71,75,8.95
425,Sillanwali,31.826106,72.539843,93.61,12,5,6.35
